,库名,库名,库名,,,标识,有默认,默认值,,可空,数据类型,,最长,最大字节数,数字精度,小数位,时间精度,,,,,,,,,,,,,,,
,,CompanyCommunityBuildings,CompanyCommunityBuildingID,,,2,1,"((0)) 
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyCommunityBuildings,PKCompanyCommunity,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyCommunityBuildings,Name,,,4,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,CompanyCommunityBuildings,Floors,,,5,1,"((0)) 
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyCommunityBuildings,Stairs,,,6,1,"((0)) 
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyCommunityBuildings,StairHouseholds,,,7,1,"((0))
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyCommunityBuildings,Units,,,8,1,"((0))  
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyCommunityBuildings,UnitType,,,9,0,,106,YES,nvarchar,,8,16,,,,,,,,,,,,,,,,,,
,,CompanyDemandNew,PKCompanyDemandNew,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDemandNew,PKHouseDemandNew,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDemandNew,PKUser,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDemandNew,PKCompany,,,4,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDemandNew,Status,,,5,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDemandNew,PKCustomer,,,6,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDemandNew,PKUserOwner,,,7,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDemandNew,DeleteStatus,,,8,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDemandNew,DemandNumber,,,9,0,,106,YES,nvarchar,,24,48,,,,,,,,,,,,,,,,,,
,,CompanyDemandNew,DemandState,,,10,1,0,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDemandNew,Modifier,,,11,1,0,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDemandNew,LastTrackingTime,,,12,1,2011-3-26,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,CompanyDemandNew,PayType,,,13,1,0,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDemandNew,BusinessSource,,,14,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDemandNew,IsOverdue,,,15,1,(0),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,CompanyDemandNew,LastTrackingTimeOwner,,,16,0,,122,YES,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,CompanyDemandNew,TopStatus,,,17,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDemandRent,PKCompanyDemandRent,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDemandRent,PKHouseDemandRent,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDemandRent,PKUser,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDemandRent,Status,,,4,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDemandRent,PKCompany,,,5,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDemandRent,PKCustomer,,,6,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDemandRent,PKUserOwner,,,7,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDemandRent,DeleteStatus,,,8,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDemandRent,DemandNumber,,,9,0,,106,YES,nvarchar,,24,48,,,,,,,,,,,,,,,,,,
,,CompanyDemandRent,DemandState,,,10,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDemandRent,Modifier,,,11,1,0,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDemandRent,LastTrackingTime,,,12,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,CompanyDemandRent,BusinessSource,,,13,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDemandRent,IsOverdue,,,14,1,(0),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,CompanyDemandRent,LastTrackingTimeOwner,,,15,0,,122,YES,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,CompanyDemandRent,TopStatus,,,16,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDemandSecond,PKCompanyDemandSecond,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDemandSecond,PKHouseDemandSecond,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDemandSecond,PKUser,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDemandSecond,PKCompany,,,4,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDemandSecond,Status,,,5,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDemandSecond,PKCustomer,,,6,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDemandSecond,PKUserOwner,,,7,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDemandSecond,DeleteStatus,,,8,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDemandSecond,DemandNumber,,,9,0,,106,YES,nvarchar,,24,48,,,,,,,,,,,,,,,,,,
,,CompanyDemandSecond,DemandState,,,10,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDemandSecond,Modifier,,,11,1,0,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDemandSecond,LastTrackingTime,,,12,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,CompanyDemandSecond,PayType,,,13,1,0,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDemandSecond,BusinessSource,,,14,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDemandSecond,IsOverdue,,,15,1,(0),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,CompanyDemandSecond,LastTrackingTimeOwner,,,16,0,,122,YES,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,CompanyDemandSecond,TopStatus,,,17,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDepartments,PKCompanyDepartment,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDepartments,PKCompany,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDepartments,DepartmentID,,,3,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDepartments,DepartmentName,,,4,0,,106,YES,nvarchar,,20,40,,,,,,,,,,,,,,,,,,
,,CompanyDepartments,Description,,,5,0,,106,YES,nvarchar,,50,100,,,,,,,,,,,,,,,,,,
,,CompanyDepartments,PKCompanyUser,,,6,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDepartments,DeleteStatus,,,7,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDepartments,Address,,,8,0,,106,YES,nvarchar,,50,100,,,,,,,,,,,,,,,,,,
,,CompanyDepartments,Telephone,,,9,0,,106,YES,nvarchar,,50,100,,,,,,,,,,,,,,,,,,
,,CompanyDepartments,ManagementScope,,,10,1,0,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDepartments,LeaderPermissions,,,11,1,0,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDistricts,PKCompanyDistrict,,,1,1,"(newid()) 
",26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDistricts,CompanyDistrictID,,,2,1,"((0)) 
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyDistricts,PKCompany,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDistricts,PKDistrict,,,4,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyDistricts,SortValue,,,5,1,"((0)) 
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyGroups,PKCompanyGroup,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyGroups,Name,,,2,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,CompanyGroups,Description,,,3,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,CompanyGroups,PKCompanyDepartment,,,4,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyGroups,PKCompany,,,5,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyGroups,PKCreator,,,6,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyGroups,CreateTime,,,7,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,CompanyGroups,DeleteStatus,,,8,1,"(0)
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyGroupUsers,PKCompanyGroupUser,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyGroupUsers,PKCompanyGroup,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyGroupUsers,PKUser,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyGroupUsers,DeleteStatus,,,4,1,"(0)
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyMachines,PKCompanyMachine,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyMachines,MachineName,,,2,0,,106,YES,nvarchar,,30,60,,,,,,,,,,,,,,,,,,
,,CompanyMachines,MachineMac,,,3,0,,106,YES,nvarchar,,30,60,,,,,,,,,,,,,,,,,,
,,CompanyMachines,MachineIP,,,4,0,,106,YES,nvarchar,,30,60,,,,,,,,,,,,,,,,,,
,,CompanyMachines,Description,,,5,0,,106,YES,nvarchar,,50,100,,,,,,,,,,,,,,,,,,
,,CompanyMachines,PKCompany,,,6,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyMachines,DeleteStatus,,,7,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyMachines,Status,,,8,1,(1),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,CompanyRegionDepartments,PKCompanyRegionDepartment,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyRegionDepartments,PKCompanyRegion,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyRegionDepartments,PKCompanyDepartment,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyRegionDepartments,PKCompany,,,4,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyRegionDepartments,DeleteStatus,,,5,1,"(0)
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyRegions,PKCompanyRegion,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyRegions,Name,,,2,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,CompanyRegions,Description,,,3,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,CompanyRegions,PKCompany,,,4,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyRegions,PKCreator,,,5,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyRegions,CreateTime,,,6,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,CompanyRegions,DeleteStatus,,,7,1,"(0)
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,PKCompany,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,IsOpenDealMode,,,2,1,(0),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,IsOpenDemandMode,,,3,1,(0),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,IsLastTrackRefOwner,,,4,1,(0),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,DefaultPKUserInWebsite,,,5,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,DealSellScope,,,6,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,DealRentScope,,,7,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,DemandSellScope,,,8,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,DemandRentScope,,,9,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,IsDealNeedApprove,,,10,1,(0),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,IsDemandNeedApprove,,,11,1,(0),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,DealSellWarningDays,,,12,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,DealSellOverdueDays,,,13,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,DealRentWarningDays,,,14,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,DealRentOverdueDays,,,15,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,DemandSellWarningDays,,,16,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,DemandSellOverdueDays,,,17,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,DemandRentWarningDays,,,18,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,DemandRentOverdueDays,,,19,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,WarningColor,,,20,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,OverdueColor,,,21,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,IsForeColor,,,22,1,(1),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,CreateTime,,,23,1,(GETDATE()),26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,CompanySettingOverdue,UpdateTime,,,24,1,"(GETDATE())
",26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,CompanySettingOverdue,DealAutoApprovedModifier,,,25,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,DemandAutoApprovedModifier,,,26,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanySettingOverdue,DisplayUserModelInWebsite,,,27,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyUsers,PKCompanyUser,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyUsers,PKUser,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyUsers,PKCompanyUserReportTo,,,3,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyUsers,Enabled,,,4,1,((1)),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,CompanyUsers,StartTime,,,5,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,CompanyUsers,EndTime,,,6,0,,122,YES,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,CompanyUsers,PKCompanyDepartment,,,7,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyUsers,PKCompany,,,8,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyUsers,IsChecked,,,9,1,((0)),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,CompanyUsers,DeleteStatus,,,10,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyWatermarks,PKCompany,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CompanyWatermarks,WatermarkID,,,2,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyWatermarks,Transparence,,,3,1,(50),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyWatermarks,Position,,,4,1,(5),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyWatermarks,X,,,5,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyWatermarks,Y,,,6,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CompanyWatermarks,TextWatermark,,,7,0,,106,YES,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,CompanyWatermarks,UpdateTime,,,8,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,CompanyWatermarks,DeleteStatus,,,9,1,"(0)
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,ContractProcedureSettings,PKContractProcedureSetting,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,ContractProcedureSettings,PKCompany,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,ContractProcedureSettings,HouseType,,,3,1,0,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,ContractProcedureSettings,Number,,,4,0,,26,NO,smallint,,,,5,,,,,,,,,,,,,,,,,
,,ContractProcedureSettings,Name,,,5,0,,10,NO,nvarchar,,10,20,,,,,,,,,,,,,,,,,,
,,Contracts,PKContract,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Contracts,ContractNumber,,,2,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,Contracts,HouseType,,,3,1,((1)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Contracts,PKHouse,,,4,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Contracts,PKCompanyDemand,,,5,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Contracts,PKUserCreator,,,6,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Contracts,PKUserOwner,,,7,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Contracts,PKUserManager,,,8,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Contracts,Status,,,9,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Contracts,ContractDate,,,10,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,Contracts,CreateTime,,,11,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,Contracts,FinishedTime,,,12,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,Contracts,AdditionalTerms,,,13,0,,10,NO,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,Contracts,Description,,,14,0,,10,NO,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,Contracts,ReviewStatus,,,15,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Contracts,ReviewComment,,,16,0,,10,NO,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,Contracts,AmountContract,,,17,0,,26,NO,numeric,,,,18,2,,,,,,,,,,,,,,,,
,,Contracts,AmountBrokerageSell,,,18,1,((0)),26,NO,numeric,,,,18,2,,,,,,,,,,,,,,,,
,,Contracts,AmountBrokerageBuy,,,19,1,((0)),26,NO,numeric,,,,18,2,,,,,,,,,,,,,,,,
,,Contracts,DeleteStatus,,,20,1,"((0))
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Contracts,PKCustomerSell,,,21,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Contracts,PKCustomerBuy,,,22,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CorrectionRecords,PKCorrectionRecord,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CorrectionRecords,ObjectType,,,2,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,CorrectionRecords,PKObject,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CorrectionRecords,PKUser,,,4,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CorrectionRecords,Description,,,5,0,,10,NO,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,CorrectionRecords,CreateTime,,,6,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,CorrectionRecords,Status,,,7,1,((0)),122,YES,int,,,,10,,,,,,,,,,,,,,,,,
,,CostRecords,PKCostRecord,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CostRecords,PKDepartment,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CostRecords,CostName,,,3,0,,10,NO,nvarchar,,32,64,,,,,,,,,,,,,,,,,,
,,CostRecords,Amount,,,4,0,,26,NO,numeric,,,,12,2,,,,,,,,,,,,,,,,
,,CostRecords,CostDate,,,5,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,CostRecords,Description,,,6,0,,106,YES,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,CostRecords,PKUserCreator,,,7,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CostRecords,CreateTime,,,8,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,CostRecords,ApproveStatus,,,9,1,0,26,NO,smallint,,,,5,,,,,,,,,,,,,,,,,
,,CostRecords,PKUserApprover,,,10,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CostRecords,ApproveTime,,,11,0,,122,YES,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,CostTypeSettings,PKCostTypeSetting,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CostTypeSettings,PKCompany,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,CostTypeSettings,CostName,,,3,0,,10,NO,nvarchar,,32,64,,,,,,,,,,,,,,,,,,
,,CostTypeSettings,SortValue,,,4,0,,26,NO,smallint,,,,5,,,,,,,,,,,,,,,,,
,,Customers,PKCustomer,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Customers,PKUser,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Customers,PKCompany,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Customers,PKOwner,,,4,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Customers,CustomerID,,,5,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Customers,CustomerName,,,6,0,,10,NO,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,Customers,CustomerType,,,7,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Customers,IsCustomerSell,,,8,1,((0)),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,Customers,IsCustomerBuy,,,9,1,((0)),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,Customers,Cellphone,,,10,0,,106,YES,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,Customers,Email,,,11,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,Customers,Sex,,,12,1,((0)),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,Customers,IDNumber,,,13,0,,106,YES,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,Customers,Address,,,14,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,Customers,Description,,,15,0,,106,YES,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,Customers,RegisterTime,,,16,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,Customers,DeleteStatus,,,17,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DatabaseVersions,ID,,,1,0,,18,NO,int,,,,10,,,,,,,,,,,,,-2147483648,2147483647,3,1,1
,,DatabaseVersions,Version,,,2,0,,26,NO,numeric,,,,6,2,,,,,,,,,,,,,,,,
,,DatabaseVersions,ExecuteTime,,,3,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,DealContractEvents,PKDealContractEvent,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealContractEvents,PKDealContract,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealContractEvents,TypeName,,,3,0,,10,NO,nvarchar,,10,20,,,,,,,,,,,,,,,,,,
,,DealContractEvents,Content,,,4,0,,10,NO,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,DealContractEvents,CreateTime,,,5,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,DealContractEvents,PKUserCreator,,,6,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealContractEvents,DeleteStatus,,,7,1,0,26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,DealContracts,PKDealContract,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealContracts,PKCompany,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealContracts,PKDepartment,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealContracts,PKUser,,,4,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealContracts,SystemNumber,,,5,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,DealContracts,ContractNumber,,,6,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,DealContracts,HouseType,,,7,1,0,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealContracts,ContractAmount,,,8,1,0,26,NO,numeric,,,,18,2,,,,,,,,,,,,,,,,
,,DealContracts,ContractDate,,,9,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
